MES;SEM;FECHA;Usina;Familia;Tipo  vehiculo;Fabrica;Avance producto;Motor;Caja de velocidades;Trasmision;Version;Num. de Identificacion;Numero de fabricacion;Color;Codigo defecto;Titulo defecto;Comentario defecto;Demerito (pt);Taller;Elementos;;;;;;;;;
8;Sem33;14/8/2019;VP;X67;F67;655;TCT;;;;;655193420056;;;0040-4025;JUEGO INSUFICIENTE-CAPOT AV./ ALETA  AVI.;FG;P2;Ferrage- Caja;JUEGO INSUFICIENTE;;;;;;;;;
8;Sem33;14/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450012;;;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;FG;P2;Piso-Block;DEFORMACION CHAPA;;;;;;;;;
8;Sem33;14/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450012;;;0706-4202;DESBORDAMIENTO MASTICO DE CHAPA-DOBLADO INT. DE CAPOT AV..;FG;P2;Partes móviles;DESBORDAMIENTO MASTICO DE CHAPA;;;;;;;;;
8;Sem33;14/8/2019;VP;X52;L52;655;TCT;;;;;655193420182;;;0110-4032;MAL ACOSTAJE-PISO / FALDON;FG;P2;Laterales-P1;MAL ACOSTAJE;;;;;;;;;
8;Sem33;14/8/2019;VP;X52;L52;655;TCT;;;;;655193420182;;;0210-4402;BOLLOS-PUERTA AVD.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem33;14/8/2019;VP;X52;BCR;655;TCP;;;;;655193320061;;;1180-4214;GRANO-ALETA  AVD.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem33;14/8/2019;VP;X67;F67;655;TCP;;;;;655193410028;;;1180-4311;GRANO-BRANCARD DE TECHO IZ.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem33;15/8/2019;VP;X52;B52;655;TCT;;;;;655193440189;;;0400-4313;ASPECTO JUNTA - CORDON SOLDADURA-TECHO;FG;P2;Laterales-P1;ASPECTO JUNTA ;;;;;;;;;
8;Sem33;15/8/2019;VP;X52;BCR;655;TCT;;;;;655193350031;;;0110-4375;MAL ACOSTAJE-ENCUADRAMIENTO DE PUERTA ARI.;ND;P2;Laterales-P1;MAL ACOSTAJE;;;;;;;;;
8;Sem33;15/8/2019;VP;X67;F67;655;TCT;;;;;655193430153;;;0210-4775;BOLLOS-ENCTº.DE PUERTA DESLIZANTE I.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem33;15/8/2019;VP;X67;F67;655;TCT;;;;;655193430153;;;0414-4539;CLINCH O REMACHE DEFECTUOSO-PISO CENTRAL / PISO AR.;FG;P2;Piso-Block;CLINCH O REMACHE DEFECTUOSO;;;;;;;;;
8;Sem33;15/8/2019;VP;X67;F67;655;TCT;;;;;655193430153;;;0450-4313;SOLDADURA FALTA-TECHO;FG;P2;Laterales-P1;SOLDADURA FALTA;;;;;;;;;
8;Sem33;15/8/2019;VP;X67;F67;655;TCT;;;;;655193440130;;;0414-4539;CLINCH O REMACHE DEFECTUOSO-PISO CENTRAL / PISO AR.;FG;P2;Piso-Block;CLINCH O REMACHE DEFECTUOSO;;;;;;;;;
8;Sem33;15/8/2019;VP;X67;F67;655;TCT;;;;;655193440130;;;0225-4775;MAL RETOQUE DE CHAPA-ENCTº.DE PUERTA DESLIZANTE I.;;P2;Partes móviles;MAL RETOQUE DE CHAPA;;;;;;;;;
8;Sem33;15/8/2019;VU;H60A;H60A;655;TCT;;;;;655193430267;;;0070-4210;MAL CENTRADO-CAPOT AV.;FG;P2;Partes móviles;MAL CENTRADO;;;;;;;;;
8;Sem33;15/8/2019;#N/D;X67;K67;655;TCT;;;;;655193520033;;;0210-4374;BOLLOS-ENCUADRAMIENTO DE PUERTA AVD.;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem33;15/8/2019;#N/D;X67;K67;655;TCT;;;;;655193520033;;;0440-4773;PROYECCION DE SOLDADURA-CARA INTERNA DE PAÑO LAT  I;FG;P2;Laterales-P1;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem33;15/8/2019;VP;X52;L52;655;TCT;;;;;655193430231;;;0180-4130;ELEMENTO DE CHAPA IMPIDE EL MONTAJE-PISO AR. DE COFRE-- CAJA;FG;P2;Piso-Block;ELEMENTO DE CHAPA IMPIDE EL MONTAJE;;;;;;;;;
8;Sem33;15/8/2019;VP;X67;F67;655;TCP;;;;;655193410029;;;1180-4213;GRANO-ALETA  AVI.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem33;15/8/2019;VP;X67;F67;655;TCP;;;;;655193420090;;;4070-4302;OBTURADOR MAL POSICIONADO-PIE  AVD.;FG;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem33;15/8/2019;VU;H60A;H60A;655;TCP;;;;;655190410103;;;1400-4518;RETOQUE DE PINTURA APARENTE-EXT. FALDA;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem33;15/8/2019;VU;H60A;H60A;655;TCP;;;;;655193420197;;;0210-4333;BOLLOS-MONTANTE  I.VANO DE PARABRISAS;ND;P2;Degradaciones;BOLLOS;;;;;;;;;
8;Sem33;15/8/2019;VU;H60A;H60A;655;TCP;;;;;655193420197;;;1400-4214;RETOQUE DE PINTURA APARENTE-ALETA  AVD.;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem33;15/8/2019;VU;H60A;H60A;655;TCP;;;;;655193430268;;;0230-4210;PICO-CAPOT AV.;ND;P2;Chapa;PICO;;;;;;;;;
8;Sem33;15/8/2019;VP;X52;L52;655;TCP;;;;;655193410157;;;1001-4443;AMPOLLAS DEL MASTICO-REBATIDO DE PUERTA ARI.;MR;P2;Chapa;AMPOLLAS DEL MASTICO;;;;;;;;;
8;Sem33;15/8/2019;VP;X52;L52;655;TCP;;;;;655193430235;;;1510-4207;DESCONCHADO-BORDE ENGASTADO DE CAPOT AV.;MR;P2;Degradaciones;DESCONCHADO;;;;;;;;;
8;Sem33;16/8/2019;VP;X52;B52;655;TCT;;;;;655193450116;;;0210-4503;BOLLOS-GOTERON ENCUADRAMIENTO DE PORTON;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem33;16/8/2019;VP;X52;B52;655;TCT;;;;;655193450116;;;0414-4539;CLINCH O REMACHE DEFECTUOSO-PISO CENTRAL / PISO AR.;FG;P2;Piso-Block;CLINCH O REMACHE DEFECTUOSO;;;;;;;;;
8;Sem33;16/8/2019;VP;X52;BCR;655;TCT;;;;;655193410114;;;0030-4020;JUEGO EXCESIVO-PAÑO DE PUERTA  ARD / ALETA  ARD;FG;P2;Ferrage- Caja;JUEGO EXCESIVO;;;;;;;;;
8;Sem33;16/8/2019;VP;X67;F67;655;TCT;;;;;655193440092;;;0480-4409;SOLDADURA ESTALLADA-CAJON DE PUERTA AVI.;ND;P2;Partes móviles;SOLDADURA ESTALLADA;;;;;;;;;
8;Sem33;16/8/2019;VP;X67;F67;655;TCT;;;;;655193440123;;;0400-4519;ASPECTO JUNTA - CORDON SOLDADURA-PISO AR./ PASO RUEDA  ARI.;FG;P2;Laterales-P1;ASPECTO JUNTA ;;;;;;;;;
8;Sem33;16/8/2019;VU;H60A;H60A;655;TCT;;;;;655193520209;;;0210-4374;BOLLOS-ENCUADRAMIENTO DE PUERTA AVD.;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem33;16/8/2019;#N/D;X67;K67;655;TCT;;;;;655193530003;;;0240-4539;DEFORMACION CHAPA-PISO CENTRAL / PISO AR.;FG;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem33;16/8/2019;#N/D;X67;K67;655;TCT;;;;;655193610004;;;0440-4340;PROYECCION DE SOLDADURA-VANO DE PARABRISAS;ND;P2;Laterales-P1;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem33;16/8/2019;VP;X52;L52;655;TCT;;;;;655193510184;;;0110-4374;MAL ACOSTAJE-ENCUADRAMIENTO DE PUERTA AVD.;FG;P2;Ferrage- Caja;MAL ACOSTAJE;;;;;;;;;
8;Sem33;16/8/2019;VP;X52;B52;655;TCP;;;;;655193020092;;;1053-4468;MASTICO BAJO LACA-DOBLADO MARCO DE PUERTA ARD.;ND;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem33;16/8/2019;VP;X52;B52;655;TCP;;;;;655193430206;;;0210-4417;BOLLOS-MARCO DE PUERTA  ARI.;MR;P2;Degradaciones;BOLLOS;;;;;;;;;
8;Sem33;16/8/2019;VP;X52;BCR;655;TCP;;;;;655193350025;;;0703-4202;PROYECCION MASTICO DE CHAPA-DOBLADO INT. DE CAPOT AV..;MR;P2;Chapa;PROYECCION MASTICO DE CHAPA;;;;;;;;;
8;Sem33;16/8/2019;VP;X67;F67;655;TCP;;;;;655193420096;;;0440-4047;PROYECCION DE SOLDADURA-COPELA  AMORTIGUADOR I./ LADO AUVENT I.;ND;P2;Chapa;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem33;16/8/2019;VP;X67;F67;655;TCP;;;;;655193430156;;;1400-4832;RETOQUE DE PINTURA APARENTE-CAJON DE PUERTA BATIENTE ARD.;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem33;16/8/2019;VP;X67;F67;655;TCP;;;;;655193440099;;;1110-4465;DESCOLGON-DOBLADO MARCO DE PUERTA AVI.;MR;P2;Cabinas;DESCOLGON;;;;;;;;;
8;Sem33;16/8/2019;VP;X67;F67;655;TCP;;;;;655193440099;;;1180-4804;GRANO-GUIA DE PTA. DESLIZANTE SUP. D.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem33;16/8/2019;VU;H60A;H60A;655;TCP;;;;;655193440066;;;0706-4213;DESBORDAMIENTO MASTICO DE CHAPA-ALETA  AVI.;ND;P2;Chapa;DESBORDAMIENTO MASTICO DE CHAPA;;;;;;;;;
8;Sem33;16/8/2019;VU;H60A;H60A;655;TCP;;;;;655193450170;;;0910-4214;INSONORIZANTE FALTA-ALETA  AVD.;FG;P1;Chapa;INSONORIZANTE FALTA;;;;;;;;;
8;Sem33;16/8/2019;VU;H60A;H60A;655;TCP;;;;;655193450170;;;1400-4506;RETOQUE DE PINTURA APARENTE-TAPA DE CARBURANTE;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem34;19/8/2019;VP;X52;B52;655;TCP;;;;;655193450114;;;1400-4409;RETOQUE DE PINTURA APARENTE-CAJON DE PUERTA AVI.;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem34;19/8/2019;VP;X52;B52;655;TCP;;;;;655193450114;;;1400-4413;RETOQUE DE PINTURA APARENTE-PAÑO EXT DE PUERTA ARI;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCP;;;;;655193340090;L058390;;4070-4301;OBTURADOR MAL POSICIONADO-PIE  AVI.;FG;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCP;;;;;655193440091;;;1190-4340;DEPOSITO DE PARTICULAS-VANO DE PARABRISAS;ND;P2;Selladores;DEPOSITO DE PARTICULAS;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCP;;;;;655193440091;;;1180-4312;GRANO-BRANCARD DE TECHO DCHO.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCP;;;;;655193440144;;;1221-4373;FALTA DE BARNIZ-ENCUADRAMIENTO DE PUERTA AVI.;MR;P2;Degradaciones;FALTA DE BARNIZ;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCP;;;;;655193440148;;;1510-4775;DESCONCHADO-ENCTº.DE PUERTA DESLIZANTE I.;ND;P2;Degradaciones;DESCONCHADO;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCP;;;;;655193540002;;;1010-4130;MASTICO MAL POSICIONADO-PISO AR. DE COFRE-- CAJA;FG;P2;Selladores;MASTICO MAL POSICIONADO;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCP;;;;;655193540002;;;4070-4302;OBTURADOR MAL POSICIONADO-PIE  AVD.;MR;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCP;;;;;655193540002;;;1400-4373;RETOQUE DE PINTURA APARENTE-ENCUADRAMIENTO DE PUERTA AVI.;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCP;;;;;655192130763;;;1110-4855;DESCOLGON-DOBLADO TRAMPILLA AR.DE PLATAFORMA;MR;P2;Cabinas;DESCOLGON;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCP;;;;;655192130763;;;1180-4210;GRANO-CAPOT AV.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCP;;;;;655193440042;;;0230-4504;PICO-PAÑO EXT DE PORTON;ND;P2;LFP;PICO;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCP;;;;;655193510222;;;1053-4351;MASTICO BAJO LACA-CUSTODIA / TECHO LADO I.;MR;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCP;;;;;655193510222;;;1053-4503;MASTICO BAJO LACA-GOTERON ENCUADRAMIENTO DE PORTON;ND;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCP;;;;;655193510222;;;1053-4444;MASTICO BAJO LACA-REBATIDO DE PUERTA ARD.;ND;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem34;19/8/2019;VP;X52;L52;655;TCP;;;;;655193440213;;;4260-4211;FIJACION ROSCADA FLOJA-ARTICULACION  I. DE CAPOT AV.;FG;P1;Chapa;FIJACION ROSCADA FLOJA;;;;;;;;;
8;Sem34;19/8/2019;VP;X52;BCR;655;TCT;;;;;655193430188;;;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;FG;P2;Piso-Block;DEFORMACION CHAPA;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCT;;;;;655193450059;;;0440-4852;PROYECCION DE SOLDADURA-PISO UTILITARIO (CONJUNTO);FG;P2;Laterales-P1;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCT;;;;;655193510061;;;0400-4772;ASPECTO JUNTA - CORDON SOLDADURA-CARA INTERNA DE PAÑO LAT D;FG;P2;Laterales-P1;ASPECTO JUNTA ;;;;;;;;;
8;Sem34;19/8/2019;VP;X67;F67;655;TCT;;;;;655193520040;;;0210-4304;BOLLOS-BAJOCAJA D.;FG;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450016;;;0210-4313;BOLLOS-TECHO;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450016;;;0706-4373;DESBORDAMIENTO MASTICO DE CHAPA-ENCUADRAMIENTO DE PUERTA AVI.;FG;P2;Laterales-P1;DESBORDAMIENTO MASTICO DE CHAPA;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450126;;;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;FG;P2;Piso-Block;DEFORMACION CHAPA;;;;;;;;;
8;Sem34;19/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450126;;;0030-4222;JUEGO EXCESIVO-PIE DE PARABRISAS D./ ALETA  AVD.;FG;P2;Ferrage- Caja;JUEGO EXCESIVO;;;;;;;;;
8;Sem34;20/8/2019;VP;X52;BCR;655;TCP;;;;;655193410094;;;4070-4503;OBTURADOR MAL POSICIONADO-GOTERON ENCUADRAMIENTO DE PORTON;FG;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem34;20/8/2019;VP;X67;F67;655;TCP;;;;;655193440097;;;4070-4301;OBTURADOR MAL POSICIONADO-PIE  AVI.;ND;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem34;20/8/2019;VP;X67;F67;655;TCP;;;;;655193440122;;;4070-4161;OBTURADOR MAL POSICIONADO-TUNEL DE PISO;FG;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem34;20/8/2019;VP;X67;F67;655;TCP;;;;;655193450053;;;1110-4813;DESCOLGON-CAJON DE PUERTA DESLIZANTE I.;MR;P2;Cabinas;DESCOLGON;;;;;;;;;
8;Sem34;20/8/2019;VP;X67;F67;655;TCP;;;;;655193450053;;;1180-4834;GRANO-PUERTA BATIENTE ARD.;ND;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;20/8/2019;VP;X67;F67;655;TCP;;;;;655193450055;;;1400-4833;RETOQUE DE PINTURA APARENTE-PUERTA BATIENTE ARI.;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCP;;;;;655193050201;;;1180-4210;GRANO-CAPOT AV.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCP;;;;;655193450132;;;1190-4376;DEPOSITO DE PARTICULAS-ENCUADRAMIENTO DE PUERTA ARD.;MR;P2;Selladores;DEPOSITO DE PARTICULAS;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCP;;;;;655193450132;;;1180-4415;GRANO-MARCO DE PUERTA  AVI.;ND;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCP;;;;;655193450166;;;0701-4214;MASTICO DE CHAPA MAL POSICIONADO-ALETA  AVD.;MR;P2;Chapa;MASTICO DE CHAPA MAL POSICIONADO;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCP;;;;;655193450181;;;1220-4409;FALTA ESPESOR DE PINTURA-CAJON DE PUERTA AVI.;MR;P2;Cabinas;FALTA ESPESOR DE PINTURA;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCP;;;;;655193450181;;;1052-4161;MASTICO IMPIDE EL MONTAJE-TUNEL DE PISO;FG;P2;Selladores;MASTICO IMPIDE EL MONTAJE;;;;;;;;;
8;Sem34;20/8/2019;VP;X52;L52;655;TCP;;;;;655193450119;;;1053-4308;MASTICO BAJO LACA-PIE MEDIO  D.;ND;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem34;20/8/2019;VP;X52;L52;655;TCP;;;;;655193510182;;;1130-4374;PICADURAS-ENCUADRAMIENTO DE PUERTA AVD.;ND;P2;Cabinas;PICADURAS;;;;;;;;;
8;Sem34;20/8/2019;VP;X52;L52;655;TCP;;;;;655193530122;;;1001-4443;AMPOLLAS DEL MASTICO-REBATIDO DE PUERTA ARI.;MR;P2;Chapa;AMPOLLAS DEL MASTICO;;;;;;;;;
8;Sem34;20/8/2019;VP;X52;BCR;655;TCT;;;;;655193420123;;;0414-4539;CLINCH O REMACHE DEFECTUOSO-PISO CENTRAL / PISO AR.;FG;P2;Piso-Block;CLINCH O REMACHE DEFECTUOSO;;;;;;;;;
8;Sem34;20/8/2019;VP;X52;BCR;655;TCT;;;;;655193420134;;;0030-4013;JUEGO EXCESIVO-PAÑO DE PUERTA  AVI / ALETA  AVI;FG;P2;Ferrage- Caja;JUEGO EXCESIVO;;;;;;;;;
8;Sem34;20/8/2019;VP;X52;BCR;655;TCT;;;;;655193420134;;;0230-4210;PICO-CAPOT AV.;ND;P2;Partes móviles;PICO;;;;;;;;;
8;Sem34;20/8/2019;VP;X67;F67;655;TCT;;;;;655193340155;;;0400-4519;ASPECTO JUNTA - CORDON SOLDADURA-PISO AR./ PASO RUEDA  ARI.;FG;P2;Laterales-P1;ASPECTO JUNTA ;;;;;;;;;
8;Sem34;20/8/2019;VP;X67;F67;655;TCT;;;;;655193340155;;;0210-4213;BOLLOS-ALETA  AVI.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCT;;;;;655193520230;;;0450-4375;SOLDADURA FALTA-ENCUADRAMIENTO DE PUERTA ARI.;FG;P1;Laterales-P1;SOLDADURA FALTA;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCT;;;;;655193520232;;;0210-4307;BOLLOS-PIE MEDIO  I.;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem34;20/8/2019;VU;H60A;H60A;655;TCT;;;;;655193520232;;;0030-4025;JUEGO EXCESIVO-CAPOT AV./ ALETA  AVI.;FG;P2;Ferrage- Caja;JUEGO EXCESIVO;;;;;;;;;
8;Sem34;20/8/2019;VP;X67;K67;655;TCT;;;;;655193530002;;;0110-4249;MAL ACOSTAJE-PISO  AV./ SALPICADERO;FG;P2;Laterales-P1;MAL ACOSTAJE;;;;;;;;;
8;Sem34;20/8/2019;VP;X52;L52;655;TCT;;;;;655193520173;;;0210-4376;BOLLOS-ENCUADRAMIENTO DE PUERTA ARD.;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem34;21/8/2019;VP;X52;B52;655;TCP;;;;;655193430185;;;1052-4244;MASTICO IMPIDE EL MONTAJE-LARGUERO AVD.;FG;P2;Selladores;MASTICO IMPIDE EL MONTAJE;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCP;;;;;655193340143;;;4070-4302;OBTURADOR MAL POSICIONADO-PIE  AVD.;FG;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCP;;;;;655193450044;;;1053-4833;MASTICO BAJO LACA-PUERTA BATIENTE ARI.;ND;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCP;;;;;655193510073;;;1040-4442;MASTICO IRREGULAR-REBATIDO DE PUERTA AVD.;ND;P2;Selladores;MASTICO IRREGULAR;;;;;;;;;
8;Sem34;21/8/2019;VU;H60A;H60A;655;TCP;;;;;655193510020;;;0088-4513;FALTA INSONORIZANTE-ALETA  ARI.;FG;P1;Chapa;FALTA INSONORIZANTE;;;;;;;;;
8;Sem34;21/8/2019;VU;H60A;H60A;655;TCP;;;;;655193510020;;;1180-4210;GRANO-CAPOT AV.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;21/8/2019;VU;H60A;H60A;655;TCP;;;;;655193510025;;;1180-4513;GRANO-ALETA  ARI.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;21/8/2019;VU;H60A;H60A;655;TCP;;;;;655193510025;;;1053-4853;MASTICO BAJO LACA-TRAMPILLA DE PLATAFORMA  AV.;ND;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem34;21/8/2019;VU;H60A;H60A;655;TCP;;;;;655193510219;;;1400-4308;RETOQUE DE PINTURA APARENTE-PIE MEDIO  D.;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCT;;;;;655193340140;;;0210-4304;BOLLOS-BAJOCAJA D.;FG;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCT;;;;;655193340140;;;0210-4402;BOLLOS-PUERTA AVD.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCT;;;;;655193340140;;;0480-4304;SOLDADURA ESTALLADA-BAJOCAJA D.;FG;P2;Laterales-P1;SOLDADURA ESTALLADA;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCT;;;;;655193340145;;;0210-4834;BOLLOS-PUERTA BATIENTE ARD.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCT;;;;;655193340145;;;0480-4304;SOLDADURA ESTALLADA-BAJOCAJA D.;FG;P2;Laterales-P1;SOLDADURA ESTALLADA;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCT;;;;;655193510111;;;0210-4210;BOLLOS-CAPOT AV.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCT;;;;;655193510111;;;0430-4539;SOLDADURA MAL POSICIONADA-PISO CENTRAL / PISO AR.;FG;P2;Laterales-P1;SOLDADURA MAL POSICIONADA;;;;;;;;;
8;Sem34;21/8/2019;VP;X67;F67;655;TCT;;;;;655193510111;;;0470-4773;SOLDADURA PERFORADA-CARA INTERNA DE PAÑO LAT  I;FG;P1;SQF;SOLDADURA PERFORADA;;;;;;;;;
8;Sem34;21/8/2019;VU;H60A;H60A;655;TCT;;;;;655192130508;;;0210-4404;BOLLOS-PUERTA ARD.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem34;21/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450184;;;0040-4025;JUEGO INSUFICIENTE-CAPOT AV./ ALETA  AVI.;FG;P2;Ferrage- Caja;JUEGO INSUFICIENTE;;;;;;;;;
8;Sem34;21/8/2019;VP;X52;L52;655;TCT;;;;;655193540093;;;0414-4539;CLINCH O REMACHE DEFECTUOSO-PISO CENTRAL / PISO AR.;FG;P1;Piso-Block;CLINCH O REMACHE DEFECTUOSO;;;;;;;;;
8;Sem34;21/8/2019;VP;X52;L52;655;TCT;;;;;655193540093;;;0240-4539;DEFORMACION CHAPA-PISO CENTRAL / PISO AR.;FG;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem34;21/8/2019;VP;X52;L52;655;TCT;;;;;655193540103;;;0110-4374;MAL ACOSTAJE-ENCUADRAMIENTO DE PUERTA AVD.;FG;P2;Ferrage- Caja;MAL ACOSTAJE;;;;;;;;;
8;Sem34;21/8/2019;VP;X52;L52;655;TCT;;;;;655193550202;;;0240-4402;DEFORMACION CHAPA-PUERTA AVD.;ND;P2;Partes móviles;DEFORMACION CHAPA;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;B52;655;TCP;;;;;655195420134;;;1001-4441;AMPOLLAS DEL MASTICO-REBATIDO DE PUERTA AVI.;ND;P2;Chapa;AMPOLLAS DEL MASTICO;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCP;;;;;655193340144;;;1110-4814;DESCOLGON-CAJON DE PUERTA DESLIZANTE D.;MR;P2;Cabinas;DESCOLGON;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCP;;;;;655193340144;;;1010-4715;MASTICO MAL POSICIONADO-DOBLADO PANEL DE ESQUINA  ARI.;ND;P2;Selladores;MASTICO MAL POSICIONADO;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCP;;;;;655193450038;;;1010-4161;MASTICO MAL POSICIONADO-TUNEL DE PISO;FG;P2;Selladores;MASTICO MAL POSICIONADO;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCP;;;;;655193510080;;;0210-4303;BOLLOS-BAJOCAJA  I.;MR;P2;Degradaciones;BOLLOS;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCP;;;;;655193510094;;;1180-4374;GRANO-ENCUADRAMIENTO DE PUERTA AVD.;MR;P2;Selladores;GRANO;;;;;;;;;
